date,state,unemployment_rate,national_unemployment_rate,federal_funds_rate
2019-04-01,IL,4.2,3.7,2.42
2019-04-01,IN,3.3,3.7,2.42
2019-04-01,KS,3.2,3.7,2.42
2019-04-01,KY,4.1,3.7,2.42
2019-04-01,LA,4.4,3.7,2.42
2019-04-01,MA,3.1,3.7,2.42
2019-04-01,MD,3.4,3.7,2.42
2019-04-01,ME,2.8,3.7,2.42
2019-04-01,MI,4.2,3.7,2.42
2019-04-01,MN,3.2,3.7,2.42
2019-04-01,MO,3.1,3.7,2.42
2019-04-01,MS,5.4,3.7,2.42
2019-04-01,MT,3.5,3.7,2.42
2019-04-01,NC,3.9,3.7,2.42
2019-04-01,ND,2.2,3.7,2.42
2019-04-01,NH,2.6,3.7,2.42
2019-04-01,NJ,3.2,3.7,2.42
2019-04-01,NM,5.0,3.7,2.42
2019-04-01,NV,4.1,3.7,2.42
2019-04-01,NY,3.8,3.7,2.42
2019-04-01,OH,3.9,3.7,2.42
2019-04-01,OK,3.1,3.7,2.42
2019-04-01,OR,3.9,3.7,2.42
2019-04-01,PA,4.2,3.7,2.42
2019-04-01,RI,3.5,3.7,2.42
2019-04-01,SC,3.1,3.7,2.42
2019-04-01,SD,2.8,3.7,2.42
2019-04-01,TN,3.4,3.7,2.42
2019-04-01,TX,3.5,3.7,2.42
2019-04-01,UT,2.6,3.7,2.42
2019-04-01,VA,2.8,3.7,2.42
2019-04-01,VT,2.0,3.7,2.42
2019-04-01,WA,4.4,3.7,2.42
2019-04-01,WI,3.2,3.7,2.42
2019-04-01,WV,4.8,3.7,2.42
2019-04-01,WY,3.5,3.7,2.42
2019-05-01,AK,5.6,3.6,2.39
2019-05-01,AL,3.2,3.6,2.39
2019-05-01,AR,3.4,3.6,2.39
2019-05-01,AZ,4.8,3.6,2.39
2019-05-01,CA,4.0,3.6,2.39
2019-05-01,CO,2.6,3.6,2.39
2019-05-01,CT,3.5,3.6,2.39
2019-05-01,DE,3.5,3.6,2.39
2019-05-01,GA,3.6,3.6,2.39
2019-05-01,HI,2.6,3.6,2.39
2019-05-01,IA,2.6,3.6,2.39
2019-05-01,ID,2.8,3.6,2.39
2019-05-01,IL,4.0,3.6,2.39
2019-05-01,IN,3.2,3.6,2.39
2019-05-01,KS,3.1,3.6,2.39
2019-05-01,KY,4.1,3.6,2.39
2019-05-01,LA,4.4,3.6,2.39
2019-05-01,MA,3.0,3.6,2.39
2019-05-01,MD,3.4,3.6,2.39
2019-05-01,ME,2.7,3.6,2.39
2019-05-01,MI,4.2,3.6,2.39
2019-05-01,MN,3.2,3.6,2.39
2019-05-01,MO,3.1,3.6,2.39
2019-05-01,MS,5.4,3.6,2.39
2019-05-01,MT,3.4,3.6,2.39
2019-05-01,NC,3.8,3.6,2.39
2019-05-01,ND,2.1,3.6,2.39
2019-05-01,NH,2.5,3.6,2.39
2019-05-01,NJ,3.2,3.6,2.39
2019-05-01,NM,5.0,3.6,2.39
2019-05-01,NV,4.1,3.6,2.39
2019-05-01,NY,3.8,3.6,2.39
2019-05-01,OH,3.9,3.6,2.39
2019-05-01,OK,3.0,3.6,2.39
2019-05-01,OR,3.8,3.6,2.39
2019-05-01,PA,4.2,3.6,2.39
2019-05-01,RI,3.5,3.6,2.39
2019-05-01,SC,2.9,3.6,2.39
2019-05-01,SD,2.8,3.6,2.39
2019-05-01,TN,3.3,3.6,2.39
2019-05-01,TX,3.4,3.6,2.39
2019-05-01,UT,2.6,3.6,2.39
2019-05-01,VA,2.7,3.6,2.39
2019-05-01,VT,2.0,3.6,2.39
2019-05-01,WA,4.3,3.6,2.39
2019-05-01,WI,3.2,3.6,2.39
2019-05-01,WV,4.8,3.6,2.39
2019-05-01,WY,3.5,3.6,2.39
2019-06-01,AK,5.6,3.6,2.38
2019-06-01,AL,3.0,3.6,2.38
2019-06-01,AR,3.4,3.6,2.38
2019-06-01,AZ,4.8,3.6,2.38
2019-06-01,CA,4.0,3.6,2.38
2019-06-01,CO,2.5,3.6,2.38
2019-06-01,CT,3.5,3.6,2.38
2019-06-01,DE,3.5,3.6,2.38
2019-06-01,GA,3.6,3.6,2.38
2019-06-01,HI,2.5,3.6,2.38
2019-06-01,IA,2.7,3.6,2.38
2019-06-01,ID,2.8,3.6,2.38
2019-06-01,IL,3.9,3.6,2.38
2019-06-01,IN,3.2,3.6,2.38
2019-06-01,KS,3.1,3.6,2.38
2019-06-01,KY,4.1,3.6,2.38
2019-06-01,LA,4.5,3.6,2.38
2019-06-01,MA,3.0,3.6,2.38
2019-06-01,MD,3.4,3.6,2.38
2019-06-01,ME,2.7,3.6,2.38
2019-06-01,MI,4.2,3.6,2.38
2019-06-01,MN,3.2,3.6,2.38
2019-06-01,MO,3.1,3.6,2.38
2019-06-01,MS,5.5,3.6,2.38
2019-06-01,MT,3.4,3.6,2.38
2019-06-01,NC,3.9,3.6,2.38
2019-06-01,ND,2.1,3.6,2.38
2019-06-01,NH,2.5,3.6,2.38
2019-06-01,NJ,3.2,3.6,2.38
2019-06-01,NM,4.9,3.6,2.38
2019-06-01,NV,4.0,3.6,2.38
2019-06-01,NY,3.8,3.6,2.38
2019-06-01,OH,3.9,3.6,2.38
2019-06-01,OK,3.0,3.6,2.38
2019-06-01,OR,3.7,3.6,2.38
2019-06-01,PA,4.2,3.6,2.38
2019-06-01,RI,3.5,3.6,2.38
2019-06-01,SC,2.7,3.6,2.38
2019-06-01,SD,2.8,3.6,2.38
2019-06-01,TN,3.2,3.6,2.38
2019-06-01,TX,3.4,3.6,2.38
2019-06-01,UT,2.5,3.6,2.38
2019-06-01,VA,2.5,3.6,2.38
2019-06-01,VT,2.0,3.6,2.38
2019-06-01,WA,4.2,3.6,2.38
2019-06-01,WI,3.2,3.6,2.38
2019-06-01,WV,4.8,3.6,2.38
2019-06-01,WY,3.6,3.6,2.38
2019-07-01,AK,5.6,3.7,2.4
2019-07-01,AL,3.0,3.7,2.4
2019-07-01,AR,3.4,3.7,2.4
2019-07-01,AZ,4.8,3.7,2.4
2019-07-01,CA,4.0,3.7,2.4
2019-07-01,CO,2.5,3.7,2.4
2019-07-01,CT,3.5,3.7,2.4
2019-07-01,DE,3.6,3.7,2.4
2019-07-01,GA,3.6,3.7,2.4
2019-07-01,HI,2.5,3.7,2.4
2019-07-01,IA,2.7,3.7,2.4
2019-07-01,ID,2.9,3.7,2.4
2019-07-01,IL,3.8,3.7,2.4
2019-07-01,IN,3.2,3.7,2.4
2019-07-01,KS,3.1,3.7,2.4
2019-07-01,KY,4.1,3.7,2.4
2019-07-01,LA,4.6,3.7,2.4
2019-07-01,MA,3.0,3.7,2.4
2019-07-01,MD,3.4,3.7,2.4
2019-07-01,ME,2.8,3.7,2.4
2019-07-01,MI,4.1,3.7,2.4
2019-07-01,MN,3.2,3.7,2.4
2019-07-01,MO,3.1,3.7,2.4
2019-07-01,MS,5.6,3.7,2.4
2019-07-01,MT,3.5,3.7,2.4
2019-07-01,NC,3.9,3.7,2.4
2019-07-01,ND,2.1,3.7,2.4
2019-07-01,NH,2.5,3.7,2.4
2019-07-01,NJ,3.3,3.7,2.4
2019-07-01,NM,4.9,3.7,2.4
2019-07-01,NV,4.0,3.7,2.4
2019-07-01,NY,3.8,3.7,2.4
2019-07-01,OH,4.0,3.7,2.4
2019-07-01,OK,3.1,3.7,2.4
2019-07-01,OR,3.7,3.7,2.4
2019-07-01,PA,4.2,3.7,2.4
2019-07-01,RI,3.5,3.7,2.4
2019-07-01,SC,2.6,3.7,2.4
2019-07-01,SD,2.8,3.7,2.4
2019-07-01,TN,3.2,3.7,2.4
2019-07-01,TX,3.5,3.7,2.4
2019-07-01,UT,2.5,3.7,2.4
2019-07-01,VA,2.5,3.7,2.4
2019-07-01,VT,2.0,3.7,2.4
2019-07-01,WA,4.1,3.7,2.4
2019-07-01,WI,3.3,3.7,2.4
2019-07-01,WV,4.8,3.7,2.4
2019-07-01,WY,3.7,3.7,2.4
2019-08-01,AK,5.6,3.6,2.13
2019-08-01,AL,3.0,3.6,2.13
2019-08-01,AR,3.5,3.6,2.13
2019-08-01,AZ,4.8,3.6,2.13
2019-08-01,CA,4.0,3.6,2.13
2019-08-01,CO,2.5,3.6,2.13
2019-08-01,CT,3.6,3.6,2.13
2019-08-01,DE,3.6,3.6,2.13
2019-08-01,GA,3.5,3.6,2.13
2019-08-01,HI,2.4,3.6,2.13
2019-08-01,IA,2.7,3.6,2.13
2019-08-01,ID,2.9,3.6,2.13
2019-08-01,IL,3.7,3.6,2.13
2019-08-01,IN,3.3,3.6,2.13
2019-08-01,KS,3.1,3.6,2.13
2019-08-01,KY,4.1,3.6,2.13
2019-08-01,LA,4.7,3.6,2.13
2019-08-01,MA,3.0,3.6,2.13
2019-08-01,MD,3.4,3.6,2.13
2019-08-01,ME,2.8,3.6,2.13
2019-08-01,MI,4.1,3.6,2.13
2019-08-01,MN,3.3,3.6,2.13
2019-08-01,MO,3.2,3.6,2.13
2019-08-01,MS,5.6,3.6,2.13
2019-08-01,MT,3.5,3.6,2.13
2019-08-01,NC,3.9,3.6,2.13
2019-08-01,ND,2.1,3.6,2.13
2019-08-01,NH,2.5,3.6,2.13
2019-08-01,NJ,3.4,3.6,2.13
2019-08-01,NM,4.9,3.6,2.13
2019-08-01,NV,4.0,3.6,2.13
2019-08-01,NY,3.9,3.6,2.13
2019-08-01,OH,4.1,3.6,2.13
2019-08-01,OK,3.1,3.6,2.13
2019-08-01,OR,3.6,3.6,2.13
2019-08-01,PA,4.2,3.6,2.13
2019-08-01,RI,3.5,3.6,2.13
2019-08-01,SC,2.5,3.6,2.13
2019-08-01,SD,2.7,3.6,2.13
2019-08-01,TN,3.2,3.6,2.13
2019-08-01,TX,3.5,3.6,2.13
2019-08-01,UT,2.5,3.6,2.13
2019-08-01,VA,2.5,3.6,2.13
2019-08-01,VT,2.1,3.6,2.13
2019-08-01,WA,4.0,3.6,2.13
2019-08-01,WI,3.3,3.6,2.13
2019-08-01,WV,4.9,3.6,2.13
2019-08-01,WY,3.8,3.6,2.13
2019-09-01,AK,5.5,3.5,2.04
2019-09-01,AL,3.0,3.5,2.04
2019-09-01,AR,3.5,3.5,2.04
2019-09-01,AZ,4.7,3.5,2.04
2019-09-01,CA,4.0,3.5,2.04
2019-09-01,CO,2.5,3.5,2.04
2019-09-01,CT,3.6,3.5,2.04
2019-09-01,DE,3.6,3.5,2.04
2019-09-01,GA,3.5,3.5,2.04
2019-09-01,HI,2.4,3.5,2.04
2019-09-01,IA,2.7,3.5,2.04
2019-09-01,ID,2.9,3.5,2.04
2019-09-01,IL,3.7,3.5,2.04
2019-09-01,IN,3.3,3.5,2.04
2019-09-01,KS,3.1,3.5,2.04
2019-09-01,KY,4.0,3.5,2.04
2019-09-01,LA,4.8,3.5,2.04
2019-09-01,MA,3.0,3.5,2.04
2019-09-01,MD,3.3,3.5,2.04
2019-09-01,ME,2.9,3.5,2.04
2019-09-01,MI,4.0,3.5,2.04
2019-09-01,MN,3.3,3.5,2.04
2019-09-01,MO,3.3,3.5,2.04
2019-09-01,MS,5.6,3.5,2.04
2019-09-01,MT,3.5,3.5,2.04
2019-09-01,NC,3.9,3.5,2.04
2019-09-01,ND,2.1,3.5,2.04
2019-09-01,NH,2.6,3.5,2.04
2019-09-01,NJ,3.6,3.5,2.04
2019-09-01,NM,4.9,3.5,2.04
2019-09-01,NV,4.0,3.5,2.04
2019-09-01,NY,3.9,3.5,2.04
2019-09-01,OH,4.2,3.5,2.04
2019-09-01,OK,3.2,3.5,2.04
2019-09-01,OR,3.5,3.5,2.04
2019-09-01,PA,4.3,3.5,2.04
2019-09-01,RI,3.5,3.5,2.04
2019-09-01,SC,2.4,3.5,2.04
2019-09-01,SD,2.7,3.5,2.04
2019-09-01,TN,3.3,3.5,2.04
2019-09-01,TX,3.5,3.5,2.04
2019-09-01,UT,2.4,3.5,2.04
2019-09-01,VA,2.6,3.5,2.04
2019-09-01,VT,2.1,3.5,2.04
2019-09-01,WA,3.9,3.5,2.04
2019-09-01,WI,3.3,3.5,2.04
2019-09-01,WV,5.0,3.5,2.04
2019-09-01,WY,3.8,3.5,2.04
2019-10-01,AK,5.4,3.6,1.83
2019-10-01,AL,3.0,3.6,1.83
2019-10-01,AR,3.5,3.6,1.83
2019-10-01,AZ,4.7,3.6,1.83
2019-10-01,CA,4.0,3.6,1.83
2019-10-01,CO,2.6,3.6,1.83
2019-10-01,CT,3.6,3.6,1.83
2019-10-01,DE,3.6,3.6,1.83
2019-10-01,GA,3.4,3.6,1.83
2019-10-01,HI,2.4,3.6,1.83
2019-10-01,IA,2.7,3.6,1.83
2019-10-01,ID,2.9,3.6,1.83
2019-10-01,IL,3.7,3.6,1.83
2019-10-01,IN,3.3,3.6,1.83
2019-10-01,KS,3.1,3.6,1.83
2019-10-01,KY,4.0,3.6,1.83
2019-10-01,LA,4.8,3.6,1.83
2019-10-01,MA,3.0,3.6,1.83
2019-10-01,MD,3.3,3.6,1.83
2019-10-01,ME,3.0,3.6,1.83
2019-10-01,MI,3.9,3.6,1.83
2019-10-01,MN,3.3,3.6,1.83
2019-10-01,MO,3.3,3.6,1.83
2019-10-01,MS,5.6,3.6,1.83
2019-10-01,MT,3.5,3.6,1.83
2019-10-01,NC,3.8,3.6,1.83
2019-10-01,ND,2.1,3.6,1.83
2019-10-01,NH,2.6,3.6,1.83
2019-10-01,NJ,3.7,3.6,1.83
2019-10-01,NM,4.9,3.6,1.83
2019-10-01,NV,4.1,3.6,1.83
2019-10-01,NY,3.9,3.6,1.83
2019-10-01,OH,4.3,3.6,1.83
2019-10-01,OK,3.2,3.6,1.83
2019-10-01,OR,3.4,3.6,1.83
2019-10-01,PA,4.3,3.6,1.83
2019-10-01,RI,3.4,3.6,1.83
2019-10-01,SC,2.4,3.6,1.83
2019-10-01,SD,2.7,3.6,1.83
2019-10-01,TN,3.3,3.6,1.83
2019-10-01,TX,3.5,3.6,1.83
2019-10-01,UT,2.4,3.6,1.83
2019-10-01,VA,2.7,3.6,1.83
2019-10-01,VT,2.2,3.6,1.83
2019-10-01,WA,3.9,3.6,1.83
2019-10-01,WI,3.3,3.6,1.83
2019-10-01,WV,5.0,3.6,1.83
2019-10-01,WY,3.9,3.6,1.83
2019-11-01,AK,5.3,3.6,1.55
2019-11-01,AL,3.0,3.6,1.55
2019-11-01,AR,3.5,3.6,1.55
2019-11-01,AZ,4.7,3.6,1.55
2019-11-01,CA,4.1,3.6,1.55
2019-11-01,CO,2.7,3.6,1.55
2019-11-01,CT,3.7,3.6,1.55
2019-11-01,DE,3.6,3.6,1.55
2019-11-01,GA,3.4,3.6,1.55
2019-11-01,HI,2.3,3.6,1.55
2019-11-01,IA,2.7,3.6,1.55
2019-11-01,ID,2.8,3.6,1.55
2019-11-01,IL,3.6,3.6,1.55
2019-11-01,IN,3.3,3.6,1.55
2019-11-01,KS,3.1,3.6,1.55
2019-11-01,KY,4.0,3.6,1.55
2019-11-01,LA,4.8,3.6,1.55
2019-11-01,MA,3.0,3.6,1.55
2019-11-01,MD,3.2,3.6,1.55
2019-11-01,ME,3.0,3.6,1.55
2019-11-01,MI,3.8,3.6,1.55
2019-11-01,MN,3.3,3.6,1.55
2019-11-01,MO,3.4,3.6,1.55
2019-11-01,MS,5.5,3.6,1.55
2019-11-01,MT,3.5,3.6,1.55
2019-11-01,NC,3.8,3.6,1.55
2019-11-01,ND,2.0,3.6,1.55
2019-11-01,NH,2.5,3.6,1.55
2019-11-01,NJ,3.8,3.6,1.55
2019-11-01,NM,4.9,3.6,1.55
2019-11-01,NV,4.1,3.6,1.55
2019-11-01,NY,4.0,3.6,1.55
2019-11-01,OH,4.3,3.6,1.55
2019-11-01,OK,3.1,3.6,1.55
2019-11-01,OR,3.4,3.6,1.55
2019-11-01,PA,4.3,3.6,1.55
2019-11-01,RI,3.4,3.6,1.55
2019-11-01,SC,2.5,3.6,1.55
2019-11-01,SD,2.6,3.6,1.55
2019-11-01,TN,3.4,3.6,1.55
2019-11-01,TX,3.5,3.6,1.55
2019-11-01,UT,2.4,3.6,1.55
2019-11-01,VA,2.7,3.6,1.55
2019-11-01,VT,2.1,3.6,1.55
2019-11-01,WA,3.8,3.6,1.55
2019-11-01,WI,3.2,3.6,1.55
2019-11-01,WV,5.1,3.6,1.55
2019-11-01,WY,4.0,3.6,1.55
2019-12-01,AK,5.2,3.6,1.55
2019-12-01,AL,3.1,3.6,1.55
2019-12-01,AR,3.5,3.6,1.55
2019-12-01,AZ,4.7,3.6,1.55
2019-12-01,CA,4.1,3.6,1.55
2019-12-01,CO,2.8,3.6,1.55
2019-12-01,CT,3.7,3.6,1.55
2019-12-01,DE,3.6,3.6,1.55
2019-12-01,GA,3.5,3.6,1.55
2019-12-01,HI,2.2,3.6,1.55
2019-12-01,IA,2.7,3.6,1.55
2019-12-01,ID,2.8,3.6,1.55
2019-12-01,IL,3.6,3.6,1.55
2019-12-01,IN,3.3,3.6,1.55
2019-12-01,KS,3.1,3.6,1.55
2019-12-01,KY,4.0,3.6,1.55
2019-12-01,LA,4.8,3.6,1.55
2019-12-01,MA,3.0,3.6,1.55
2019-12-01,MD,3.2,3.6,1.55
2019-12-01,ME,3.1,3.6,1.55
2019-12-01,MI,3.8,3.6,1.55
2019-12-01,MN,3.4,3.6,1.55
2019-12-01,MO,3.4,3.6,1.55
2019-12-01,MS,5.5,3.6,1.55
2019-12-01,MT,3.5,3.6,1.55
2019-12-01,NC,3.7,3.6,1.55
2019-12-01,ND,2.0,3.6,1.55
2019-12-01,NH,2.5,3.6,1.55
2019-12-01,NJ,3.9,3.6,1.55
2019-12-01,NM,5.0,3.6,1.55
2019-12-01,NV,4.1,3.6,1.55
2019-12-01,NY,4.0,3.6,1.55
2019-12-01,OH,4.3,3.6,1.55
2019-12-01,OK,3.1,3.6,1.55
2019-12-01,OR,3.4,3.6,1.55
2019-12-01,PA,4.4,3.6,1.55
2019-12-01,RI,3.4,3.6,1.55
2019-12-01,SC,2.6,3.6,1.55
2019-12-01,SD,2.6,3.6,1.55
2019-12-01,TN,3.4,3.6,1.55
2019-12-01,TX,3.5,3.6,1.55
2019-12-01,UT,2.4,3.6,1.55
2019-12-01,VA,2.7,3.6,1.55
2019-12-01,VT,2.1,3.6,1.55
2019-12-01,WA,3.7,3.6,1.55
2019-12-01,WI,3.2,3.6,1.55
2019-12-01,WV,5.1,3.6,1.55
2019-12-01,WY,4.2,3.6,1.55
2020-01-01,AK,5.3,3.6,1.55
2020-01-01,AL,3.2,3.6,1.55
2020-01-01,AR,3.5,3.6,1.55
2020-01-01,AZ,4.8,3.6,1.55
2020-01-01,CA,4.3,3.6,1.55
2020-01-01,CO,3.0,3.6,1.55
2020-01-01,CT,3.8,3.6,1.55
2020-01-01,DE,3.6,3.6,1.55
2020-01-01,GA,3.6,3.6,1.55
2020-01-01,HI,2.2,3.6,1.55
2020-01-01,IA,2.7,3.6,1.55
2020-01-01,ID,2.8,3.6,1.55
2020-01-01,IL,3.7,3.6,1.55
2020-01-01,IN,3.4,3.6,1.55
2020-01-01,KS,3.1,3.6,1.55
2020-01-01,KY,4.1,3.6,1.55
2020-01-01,LA,4.7,3.6,1.55
2020-01-01,MA,3.0,3.6,1.55
2020-01-01,MD,3.3,3.6,1.55
2020-01-01,ME,3.2,3.6,1.55
2020-01-01,MI,3.8,3.6,1.55
2020-01-01,MN,3.4,3.6,1.55
2020-01-01,MO,3.4,3.6,1.55
2020-01-01,MS,5.6,3.6,1.55
2020-01-01,MT,3.5,3.6,1.55
2020-01-01,NC,3.8,3.6,1.55
2020-01-01,ND,2.1,3.6,1.55
2020-01-01,NH,2.5,3.6,1.55
2020-01-01,NJ,4.0,3.6,1.55
2020-01-01,NM,5.1,3.6,1.55
2020-01-01,NV,4.2,3.6,1.55
2020-01-01,NY,4.1,3.6,1.55
2020-01-01,OH,4.4,3.6,1.55
2020-01-01,OK,3.1,3.6,1.55
2020-01-01,OR,3.4,3.6,1.55
2020-01-01,PA,4.4,3.6,1.55
2020-01-01,RI,3.5,3.6,1.55
2020-01-01,SC,2.8,3.6,1.55
2020-01-01,SD,2.5,3.6,1.55
2020-01-01,TN,3.4,3.6,1.55
2020-01-01,TX,3.5,3.6,1.55
2020-01-01,UT,2.5,3.6,1.55
2020-01-01,VA,2.8,3.6,1.55
2020-01-01,VT,2.1,3.6,1.55
2020-01-01,WA,3.6,3.6,1.55
2020-01-01,WI,3.1,3.6,1.55
2020-01-01,WV,5.2,3.6,1.55
2020-01-01,WY,4.4,3.6,1.55
2020-02-01,AK,5.4,3.5,1.58
2020-02-01,AL,3.3,3.5,1.58
2020-02-01,AR,3.6,3.5,1.58
2020-02-01,AZ,4.8,3.5,1.58
2020-02-01,CA,4.4,3.5,1.58
2020-02-01,CO,3.2,3.5,1.58
2020-02-01,CT,3.8,3.5,1.58
2020-02-01,DE,3.6,3.5,1.58
2020-02-01,GA,3.6,3.5,1.58
2020-02-01,HI,2.2,3.5,1.58
2020-02-01,IA,2.7,3.5,1.58
2020-02-01,ID,2.8,3.5,1.58
2020-02-01,IL,3.8,3.5,1.58
2020-02-01,IN,3.5,3.5,1.58
2020-02-01,KS,3.1,3.5,1.58
2020-02-01,KY,4.1,3.5,1.58
2020-02-01,LA,4.7,3.5,1.58
2020-02-01,MA,3.1,3.5,1.58
2020-02-01,MD,3.4,3.5,1.58
2020-02-01,ME,3.2,3.5,1.58
2020-02-01,MI,3.8,3.5,1.58
2020-02-01,MN,3.5,3.5,1.58
2020-02-01,MO,3.4,3.5,1.58
2020-02-01,MS,5.7,3.5,1.58
2020-02-01,MT,3.5,3.5,1.58
2020-02-01,NC,3.8,3.5,1.58
2020-02-01,ND,2.2,3.5,1.58
2020-02-01,NH,2.6,3.5,1.58
2020-02-01,NJ,4.1,3.5,1.58
2020-02-01,NM,5.3,3.5,1.58
2020-02-01,NV,4.4,3.5,1.58
2020-02-01,NY,4.2,3.5,1.58
2020-02-01,OH,4.5,3.5,1.58
2020-02-01,OK,3.2,3.5,1.58
2020-02-01,OR,3.6,3.5,1.58
2020-02-01,PA,4.6,3.5,1.58
2020-02-01,RI,3.6,3.5,1.58
2020-02-01,SC,2.9,3.5,1.58
2020-02-01,SD,2.5,3.5,1.58
2020-02-01,TN,3.5,3.5,1.58
2020-02-01,TX,3.6,3.5,1.58
2020-02-01,UT,2.5,3.5,1.58
2020-02-01,VA,2.9,3.5,1.58
2020-02-01,VT,2.2,3.5,1.58
2020-02-01,WA,3.8,3.5,1.58
2020-02-01,WI,3.1,3.5,1.58
2020-02-01,WV,5.3,3.5,1.58
2020-02-01,WY,4.6,3.5,1.58
2020-03-01,AK,5.4,4.4,0.65
2020-03-01,AL,3.4,4.4,0.65
2020-03-01,AR,4.8,4.4,0.65
2020-03-01,AZ,4.9,4.4,0.65
2020-03-01,CA,5.5,4.4,0.65
2020-03-01,CO,3.4,4.4,0.65
2020-03-01,CT,3.9,4.4,0.65
2020-03-01,DE,5.0,4.4,0.65
2020-03-01,GA,3.7,4.4,0.65
2020-03-01,HI,2.1,4.4,0.65
2020-03-01,IA,2.7,4.4,0.65
2020-03-01,ID,2.8,4.4,0.65
2020-03-01,IL,5.1,4.4,0.65
2020-03-01,IN,3.6,4.4,0.65
2020-03-01,KS,3.1,4.4,0.65
2020-03-01,KY,4.1,4.4,0.65
2020-03-01,LA,6.7,4.4,0.65
2020-03-01,MA,3.1,4.4,0.65
2020-03-01,MD,3.5,4.4,0.65
2020-03-01,ME,3.2,4.4,0.65
2020-03-01,MI,3.7,4.4,0.65
2020-03-01,MN,3.6,4.4,0.65
2020-03-01,MO,3.6,4.4,0.65
2020-03-01,MS,5.9,4.4,0.65
2020-03-01,MT,3.5,4.4,0.65
2020-03-01,NC,4.0,4.4,0.65
2020-03-01,ND,2.5,4.4,0.65
2020-03-01,NH,2.6,4.4,0.65
2020-03-01,NJ,4.1,4.4,0.65
2020-03-01,NM,5.9,4.4,0.65
2020-03-01,NV,7.2,4.4,0.65
2020-03-01,NY,4.2,4.4,0.65
2020-03-01,OH,4.8,4.4,0.65
2020-03-01,OK,3.2,4.4,0.65
2020-03-01,OR,3.7,4.4,0.65
2020-03-01,PA,4.8,4.4,0.65
2020-03-01,RI,3.7,4.4,0.65
2020-03-01,SC,3.1,4.4,0.65
2020-03-01,SD,2.4,4.4,0.65
2020-03-01,TN,3.5,4.4,0.65
2020-03-01,TX,5.0,4.4,0.65
2020-03-01,UT,2.5,4.4,0.65
2020-03-01,VA,3.2,4.4,0.65
2020-03-01,VT,2.4,4.4,0.65
2020-03-01,WA,6.0,4.4,0.65
2020-03-01,WI,3.0,4.4,0.65
2020-03-01,WV,5.3,4.4,0.65
2020-03-01,WY,4.8,4.4,0.65
2020-04-01,AK,11.6,14.8,0.05
2020-04-01,AL,13.8,14.8,0.05
2020-04-01,AR,10.1,14.8,0.05
2020-04-01,AZ,13.8,14.8,0.05
2020-04-01,CA,16.1,14.8,0.05
2020-04-01,CO,11.2,14.8,0.05
2020-04-01,CT,8.3,14.8,0.05
2020-04-01,DE,13.1,14.8,0.05
2020-04-01,GA,12.5,14.8,0.05
2020-04-01,HI,22.5,14.8,0.05
2020-04-01,IA,11.0,14.8,0.05
2020-04-01,ID,11.8,14.8,0.05
2020-04-01,IL,18.3,14.8,0.05
2020-04-01,IN,16.9,14.8,0.05
2020-04-01,KS,12.1,14.8,0.05
2020-04-01,KY,16.7,14.8,0.05
2020-04-01,LA,13.5,14.8,0.05
2020-04-01,MA,17.8,14.8,0.05
2020-04-01,MD,9.0,14.8,0.05
2020-04-01,ME,9.3,14.8,0.05
2020-04-01,MI,22.7,14.8,0.05
2020-04-01,MN,8.9,14.8,0.05
2020-04-01,MO,11.6,14.8,0.05
2020-04-01,MS,15.6,14.8,0.05
2020-04-01,MT,11.9,14.8,0.05
2020-04-01,NC,14.2,14.8,0.05
2020-04-01,ND,8.7,14.8,0.05
2020-04-01,NH,16.0,14.8,0.05
2020-04-01,NJ,15.0,14.8,0.05
2020-04-01,NM,9.0,14.8,0.05
2020-04-01,NV,30.5,14.8,0.05
2020-04-01,NY,15.7,14.8,0.05
2020-04-01,OH,16.5,14.8,0.05
2020-04-01,OK,12.5,14.8,0.05
2020-04-01,OR,13.7,14.8,0.05
2020-04-01,PA,16.1,14.8,0.05
2020-04-01,RI,17.9,14.8,0.05
2020-04-01,SC,11.7,14.8,0.05
2020-04-01,SD,8.8,14.8,0.05
2020-04-01,TN,15.7,14.8,0.05
2020-04-01,TX,12.8,14.8,0.05
2020-04-01,UT,10.0,14.8,0.05
2020-04-01,VA,11.9,14.8,0.05
2020-04-01,VT,14.1,14.8,0.05
2020-04-01,WA,17.1,14.8,0.05
2020-04-01,WI,14.1,14.8,0.05
2020-04-01,WV,15.8,14.8,0.05
2020-04-01,WY,5.1,14.8,0.05
2020-05-01,AK,11.7,13.2,0.05
2020-05-01,AL,10.4,13.2,0.05
2020-05-01,AR,8.9,13.2,0.05
2020-05-01,AZ,11.2,13.2,0.05
2020-05-01,CA,15.8,13.2,0.05
2020-05-01,CO,11.7,13.2,0.05
2020-05-01,CT,11.9,13.2,0.05
2020-05-01,DE,13.4,13.2,0.05
2020-05-01,GA,9.8,13.2,0.05
2020-05-01,HI,20.7,13.2,0.05
2020-05-01,IA,8.5,13.2,0.05
2020-05-01,ID,9.1,13.2,0.05
2020-05-01,IL,14.7,13.2,0.05
2020-05-01,IN,12.5,13.2,0.05
2020-05-01,KS,9.2,13.2,0.05
2020-05-01,KY,12.8,13.2,0.05
2020-05-01,LA,12.3,13.2,0.05
2020-05-01,MA,14.3,13.2,0.05
2020-05-01,MD,8.8,13.2,0.05
2020-05-01,ME,9.5,13.2,0.05
2020-05-01,MI,19.3,13.2,0.05
