date,state,unemployment_rate
2000-10-01,MI,4.0
2000-10-01,MN,3.3
2000-10-01,MS,5.1
2000-11-01,AK,6.3
2000-11-01,AL,4.6
2000-11-01,AR,4.2
2000-11-01,AZ,3.9
2000-11-01,CA,4.7
2000-11-01,CO,2.7
2000-11-01,CT,2.1
2000-11-01,DE,3.6
2000-11-01,GA,3.4
2000-11-01,HI,4.0
2000-11-01,IA,2.9
2000-11-01,ID,4.7
2000-11-01,IL,4.6
2000-11-01,IN,3.0
2000-11-01,KS,3.9
2000-11-01,KY,4.3
2000-11-01,LA,5.4
2000-11-01,MA,2.7
2000-11-01,MD,3.7
2000-11-01,ME,3.2
2000-11-01,MI,4.0
2000-11-01,MN,3.3
2000-11-01,MS,5.0
2000-12-01,AK,6.2
2000-12-01,AL,4.7
2000-12-01,AR,4.2
2000-12-01,AZ,4.0
2000-12-01,CA,4.7
2000-12-01,CO,2.6
2000-12-01,CT,2.2
2000-12-01,DE,3.6
2000-12-01,GA,3.4
2000-12-01,HI,4.0
2000-12-01,IA,3.0
2000-12-01,ID,4.6
2000-12-01,IL,4.8
2000-12-01,IN,3.1
2000-12-01,KS,4.0
2000-12-01,KY,4.4
2000-12-01,LA,5.4
2000-12-01,MA,2.8
2000-12-01,MD,3.7
2000-12-01,ME,3.2
2000-12-01,MI,4.2
2000-12-01,MN,3.3
2000-12-01,MS,5.0
2001-01-01,AK,6.2
2001-01-01,AL,4.7
2001-01-01,AR,4.3
2001-01-01,AZ,4.0
2001-01-01,CA,4.7
2001-01-01,CO,2.7
2001-01-01,CT,2.3
2001-01-01,DE,3.6
2001-01-01,GA,3.4
2001-01-01,HI,4.1
2001-01-01,IA,3.0
2001-01-01,ID,4.7
2001-01-01,IL,5.0
2001-01-01,IN,3.3
2001-01-01,KS,4.0
2001-01-01,KY,4.5
2001-01-01,LA,5.5
2001-01-01,MA,2.9
2001-01-01,MD,3.7
2001-01-01,ME,3.2
2001-01-01,MI,4.4
2001-01-01,MN,3.4
2001-01-01,MS,5.0
2001-02-01,AK,6.1
2001-02-01,AL,4.8
2001-02-01,AR,4.4
2001-02-01,AZ,4.1
2001-02-01,CA,4.8
2001-02-01,CO,2.8
2001-02-01,CT,2.4
2001-02-01,DE,3.5
2001-02-01,GA,3.5
2001-02-01,HI,4.1
2001-02-01,IA,3.1
2001-02-01,ID,4.7
2001-02-01,IL,5.1
2001-02-01,IN,3.5
2001-02-01,KS,4.0
2001-02-01,KY,4.6
2001-02-01,LA,5.5
2001-02-01,MA,3.1
2001-02-01,MD,3.7
2001-02-01,ME,3.3
2001-02-01,MI,4.5
2001-02-01,MN,3.4
2001-02-01,MS,5.0
2001-03-01,AK,6.1
2001-03-01,AL,4.8
2001-03-01,AR,4.5
2001-03-01,AZ,4.2
2001-03-01,CA,4.9
2001-03-01,CO,2.9
2001-03-01,CT,2.6
2001-03-01,DE,3.4
2001-03-01,GA,3.6
2001-03-01,HI,4.2
2001-03-01,IA,3.2
2001-03-01,ID,4.8
2001-03-01,IL,5.2
2001-03-01,IN,3.6
2001-03-01,KS,4.1
2001-03-01,KY,4.7
2001-03-01,LA,5.5
2001-03-01,MA,3.2
2001-03-01,MD,3.7
2001-03-01,ME,3.5
2001-03-01,MI,4.7
2001-03-01,MN,3.5
2001-03-01,MS,5.0
2001-04-01,AK,6.1
2001-04-01,AL,4.8
2001-04-01,AR,4.5
2001-04-01,AZ,4.2
2001-04-01,CA,5.0
2001-04-01,CO,3.1
2001-04-01,CT,2.7
2001-04-01,DE,3.3
2001-04-01,GA,3.6
2001-04-01,HI,4.2
2001-04-01,IA,3.2
2001-04-01,ID,4.8
2001-04-01,IL,5.2
2001-04-01,IN,3.7
2001-04-01,KS,4.1
2001-04-01,KY,4.8
2001-04-01,LA,5.4
2001-04-01,MA,3.4
2001-04-01,MD,3.8
2001-04-01,ME,3.6
2001-04-01,MI,4.8
2001-04-01,MN,3.5
2001-04-01,MS,5.0
2001-05-01,AK,6.1
2001-05-01,AL,4.9
2001-05-01,AR,4.6
2001-05-01,AZ,4.3
2001-05-01,CA,5.1
2001-05-01,CO,3.2
2001-05-01,CT,2.8
2001-05-01,DE,3.3
2001-05-01,GA,3.7
2001-05-01,HI,4.2
2001-05-01,IA,3.2
2001-05-01,ID,4.9
2001-05-01,IL,5.2
2001-05-01,IN,3.9
2001-05-01,KS,4.1
2001-05-01,KY,4.9
2001-05-01,LA,5.3
2001-05-01,MA,3.5
2001-05-01,MD,3.8
2001-05-01,ME,3.7
2001-05-01,MI,4.8
2001-05-01,MN,3.6
2001-05-01,MS,5.1
2001-06-01,AK,6.1
2001-06-01,AL,5.0
2001-06-01,AR,4.6
2001-06-01,AZ,4.4
2001-06-01,CA,5.2
2001-06-01,CO,3.4
2001-06-01,CT,2.9
2001-06-01,DE,3.2
2001-06-01,GA,3.7
2001-06-01,HI,4.2
2001-06-01,IA,3.2
2001-06-01,ID,4.9
2001-06-01,IL,5.3
2001-06-01,IN,4.0
2001-06-01,KS,4.1
2001-06-01,KY,5.0
2001-06-01,LA,5.3
2001-06-01,MA,3.7
2001-06-01,MD,4.0
2001-06-01,ME,3.8
2001-06-01,MI,4.9
2001-06-01,MN,3.6
2001-06-01,MS,5.2
2001-07-01,AK,6.2
2001-07-01,AL,5.1
2001-07-01,AR,4.7
2001-07-01,AZ,4.6
2001-07-01,CA,5.4
2001-07-01,CO,3.7
2001-07-01,CT,3.0
2001-07-01,DE,3.3
2001-07-01,GA,3.9
2001-07-01,HI,4.2
2001-07-01,IA,3.2
2001-07-01,ID,5.0
2001-07-01,IL,5.3
2001-07-01,IN,4.2
2001-07-01,KS,4.2
2001-07-01,KY,5.2
2001-07-01,LA,5.4
2001-07-01,MA,3.8
2001-07-01,MD,4.1
2001-07-01,ME,3.8
2001-07-01,MI,5.0
2001-07-01,MN,3.7
2001-07-01,MS,5.3
2001-08-01,AK,6.3
2001-08-01,AL,5.2
2001-08-01,AR,4.8
2001-08-01,AZ,4.8
2001-08-01,CA,5.6
2001-08-01,CO,4.0
2001-08-01,CT,3.1
2001-08-01,DE,3.4
2001-08-01,GA,4.1
2001-08-01,HI,4.3
2001-08-01,IA,3.3
2001-08-01,ID,5.1
2001-08-01,IL,5.4
2001-08-01,IN,4.3
2001-08-01,KS,4.3
2001-08-01,KY,5.3
2001-08-01,LA,5.5
2001-08-01,MA,4.0
2001-08-01,MD,4.3
2001-08-01,ME,3.9
2001-08-01,MI,5.2
2001-08-01,MN,3.8
2001-08-01,MS,5.5
2001-09-01,AK,6.4
2001-09-01,AL,5.4
2001-09-01,AR,4.9
2001-09-01,AZ,5.1
2001-09-01,CA,5.9
2001-09-01,CO,4.4
2001-09-01,CT,3.2
2001-09-01,DE,3.5
2001-09-01,GA,4.3
2001-09-01,HI,4.4
2001-09-01,IA,3.4
2001-09-01,ID,5.3
2001-09-01,IL,5.6
2001-09-01,IN,4.6
2001-09-01,KS,4.4
2001-09-01,KY,5.5
2001-09-01,LA,5.7
2001-09-01,MA,4.2
2001-09-01,MD,4.5
2001-09-01,ME,4.0
2001-09-01,MI,5.5
2001-09-01,MN,3.9
2001-09-01,MS,5.7
2001-10-01,AK,6.5
2001-10-01,AL,5.6
2001-10-01,AR,5.1
2001-10-01,AZ,5.4
2001-10-01,CA,6.1
2001-10-01,CO,4.8
2001-10-01,CT,3.3
2001-10-01,DE,3.6
2001-10-01,GA,4.5
2001-10-01,HI,4.4
2001-10-01,IA,3.6
2001-10-01,ID,5.4
2001-10-01,IL,5.8
2001-10-01,IN,4.8
2001-10-01,KS,4.6
2001-10-01,KY,5.7
2001-10-01,LA,5.9
2001-10-01,MA,4.4
2001-10-01,MD,4.6
2001-10-01,ME,4.0
2001-10-01,MI,5.8
2001-10-01,MN,4.1
2001-10-01,MS,6.0
2001-11-01,AK,6.6
2001-11-01,AL,5.7
2001-11-01,AR,5.2
2001-11-01,AZ,5.7
2001-11-01,CA,6.3
2001-11-01,CO,5.2
2001-11-01,CT,3.4
2001-11-01,DE,3.8
2001-11-01,GA,4.7
2001-11-01,HI,4.5
2001-11-01,IA,3.7
2001-11-01,ID,5.6
2001-11-01,IL,6.0
2001-11-01,IN,5.0
2001-11-01,KS,4.8
2001-11-01,KY,5.8
2001-11-01,LA,6.0
2001-11-01,MA,4.6
2001-11-01,MD,4.7
2001-11-01,ME,4.1
2001-11-01,MI,6.0
2001-11-01,MN,4.2
2001-11-01,MS,6.2
2001-12-01,AK,6.7
2001-12-01,AL,5.8
2001-12-01,AR,5.3
2001-12-01,AZ,5.9
2001-12-01,CA,6.5
2001-12-01,CO,5.6
2001-12-01,CT,3.5
2001-12-01,DE,3.9
2001-12-01,GA,4.8
2001-12-01,HI,4.5
2001-12-01,IA,3.9
2001-12-01,ID,5.7
2001-12-01,IL,6.1
2001-12-01,IN,5.2
2001-12-01,KS,4.9
2001-12-01,KY,5.9
2001-12-01,LA,6.1
2001-12-01,MA,4.7
2001-12-01,MD,4.8
2001-12-01,ME,4.1
2001-12-01,MI,6.2
2001-12-01,MN,4.4
2001-12-01,MS,6.4
2002-01-01,AK,6.8
2002-01-01,AL,5.8
2002-01-01,AR,5.4
2002-01-01,AZ,6.0
2002-01-01,CA,6.6
2002-01-01,CO,5.8
2002-01-01,CT,3.6
2002-01-01,DE,4.0
2002-01-01,GA,4.9
2002-01-01,HI,4.4
2002-01-01,IA,3.9
2002-01-01,ID,5.8
2002-01-01,IL,6.3
2002-01-01,IN,5.3
2002-01-01,KS,5.0
2002-01-01,KY,5.9
2002-01-01,LA,6.1
2002-01-01,MA,4.9
2002-01-01,MD,4.8
2002-01-01,ME,4.2
2002-01-01,MI,6.3
2002-01-01,MN,4.5
2002-01-01,MS,6.5
2002-02-01,AK,6.9
2002-02-01,AL,5.9
2002-02-01,AR,5.5
2002-02-01,AZ,6.1
2002-02-01,CA,6.7
2002-02-01,CO,5.9
2002-02-01,CT,3.7
2002-02-01,DE,4.1
2002-02-01,GA,5.0
2002-02-01,HI,4.4
2002-02-01,IA,4.0
2002-02-01,ID,5.9
2002-02-01,IL,6.4
2002-02-01,IN,5.4
2002-02-01,KS,5.1
2002-02-01,KY,5.9
2002-02-01,LA,6.1
2002-02-01,MA,5.0
2002-02-01,MD,4.7
2002-02-01,ME,4.2
2002-02-01,MI,6.3
2002-02-01,MN,4.5
2002-02-01,MS,6.5
2002-03-01,AK,6.9
2002-03-01,AL,5.9
2002-03-01,AR,5.5
2002-03-01,AZ,6.2
2002-03-01,CA,6.7
2002-03-01,CO,5.9
2002-03-01,CT,3.8
2002-03-01,DE,4.2
2002-03-01,GA,5.0
2002-03-01,HI,4.3
2002-03-01,IA,4.0
2002-03-01,ID,5.9
2002-03-01,IL,6.5
2002-03-01,IN,5.3
2002-03-01,KS,5.1
2002-03-01,KY,5.8
2002-03-01,LA,6.0
2002-03-01,MA,5.0
2002-03-01,MD,4.7
2002-03-01,ME,4.3
2002-03-01,MI,6.3
2002-03-01,MN,4.6
2002-03-01,MS,6.5
2002-04-01,AK,7.0
2002-04-01,AL,5.9
2002-04-01,AR,5.4
2002-04-01,AZ,6.2
2002-04-01,CA,6.7
2002-04-01,CO,5.8
2002-04-01,CT,4.0
2002-04-01,DE,4.2
2002-04-01,GA,5.0
2002-04-01,HI,4.2
2002-04-01,IA,4.0
2002-04-01,ID,5.8
2002-04-01,IL,6.6
2002-04-01,IN,5.3
2002-04-01,KS,5.1
2002-04-01,KY,5.8
2002-04-01,LA,6.0
2002-04-01,MA,5.1
2002-04-01,MD,4.6
2002-04-01,ME,4.3
2002-04-01,MI,6.3
2002-04-01,MN,4.6
2002-04-01,MS,6.5
2002-05-01,AK,7.1
2002-05-01,AL,5.9
2002-05-01,AR,5.4
2002-05-01,AZ,6.3
2002-05-01,CA,6.7
2002-05-01,CO,5.7
2002-05-01,CT,4.1
2002-05-01,DE,4.2
2002-05-01,GA,5.0
2002-05-01,HI,4.1
2002-05-01,IA,4.0
2002-05-01,ID,5.7
2002-05-01,IL,6.6
2002-05-01,IN,5.2
2002-05-01,KS,5.1
2002-05-01,KY,5.7
2002-05-01,LA,5.9
2002-05-01,MA,5.2
2002-05-01,MD,4.5
2002-05-01,ME,4.4
2002-05-01,MI,6.3
2002-05-01,MN,4.5
2002-05-01,MS,6.4
2002-06-01,AK,7.2
2002-06-01,AL,5.9
2002-06-01,AR,5.3
2002-06-01,AZ,6.3
2002-06-01,CA,6.7
2002-06-01,CO,5.6
2002-06-01,CT,4.3
2002-06-01,DE,4.1
2002-06-01,GA,5.0
2002-06-01,HI,4.0
2002-06-01,IA,4.0
2002-06-01,ID,5.6
2002-06-01,IL,6.6
2002-06-01,IN,5.1
2002-06-01,KS,5.1
2002-06-01,KY,5.7
2002-06-01,LA,5.9
2002-06-01,MA,5.2
2002-06-01,MD,4.4
2002-06-01,ME,4.4
2002-06-01,MI,6.2
2002-06-01,MN,4.4
2002-06-01,MS,6.4
2002-07-01,AK,7.2
2002-07-01,AL,5.9
2002-07-01,AR,5.2
2002-07-01,AZ,6.2
2002-07-01,CA,6.7
2002-07-01,CO,5.6
2002-07-01,CT,4.4
2002-07-01,DE,4.1
2002-07-01,GA,5.0
2002-07-01,HI,4.0
2002-07-01,IA,4.0
2002-07-01,ID,5.5
2002-07-01,IL,6.6
2002-07-01,IN,5.1
2002-07-01,KS,5.1
2002-07-01,KY,5.7
2002-07-01,LA,5.9
2002-07-01,MA,5.3
2002-07-01,MD,4.4
2002-07-01,ME,4.4
2002-07-01,MI,6.1
2002-07-01,MN,4.4
2002-07-01,MS,6.3
2002-08-01,AK,7.3
2002-08-01,AL,5.9
2002-08-01,AR,5.2
2002-08-01,AZ,6.2
2002-08-01,CA,6.7
2002-08-01,CO,5.6
2002-08-01,CT,4.6
2002-08-01,DE,4.0
2002-08-01,GA,5.0
2002-08-01,HI,3.9
2002-08-01,IA,4.0
2002-08-01,ID,5.5
2002-08-01,IL,6.6
2002-08-01,IN,5.0
2002-08-01,KS,5.1
2002-08-01,KY,5.7
2002-08-01,LA,5.9
2002-08-01,MA,5.3
2002-08-01,MD,4.3
2002-08-01,ME,4.4
2002-08-01,MI,6.0
2002-08-01,MN,4.3
2002-08-01,MS,6.3
2002-09-01,AK,7.3
2002-09-01,AL,5.9
2002-09-01,AR,5.2
2002-09-01,AZ,6.2
2002-09-01,CA,6.8
2002-09-01,CO,5.6
2002-09-01,CT,4.7
2002-09-01,DE,4.0
2002-09-01,GA,4.9
2002-09-01,HI,3.9
2002-09-01,IA,4.0
2002-09-01,ID,5.5
2002-09-01,IL,6.6
2002-09-01,IN,5.0
2002-09-01,KS,5.1
2002-09-01,KY,5.7
2002-09-01,LA,5.9
2002-09-01,MA,5.4
2002-09-01,MD,4.3
2002-09-01,ME,4.5
2002-09-01,MI,6.0
2002-09-01,MN,4.3
2002-09-01,MS,6.3
2002-10-01,AK,7.4
2002-10-01,AL,5.9
2002-10-01,AR,5.2
2002-10-01,AZ,6.1
2002-10-01,CA,6.8
2002-10-01,CO,5.6
2002-10-01,CT,4.9
2002-10-01,DE,4.0
2002-10-01,GA,5.0
2002-10-01,HI,3.8
2002-10-01,IA,4.0
2002-10-01,ID,5.5
2002-10-01,IL,6.6
2002-10-01,IN,4.9
2002-10-01,KS,5.1
2002-10-01,KY,5.8
2002-10-01,LA,5.9
2002-10-01,MA,5.4
2002-10-01,MD,4.3
2002-10-01,ME,4.6
2002-10-01,MI,6.0
2002-10-01,MN,4.3
2002-10-01,MS,6.3
2002-11-01,AK,7.4
2002-11-01,AL,5.9
2002-11-01,AR,5.3
2002-11-01,AZ,6.1
2002-11-01,CA,6.8
2002-11-01,CO,5.7
2002-11-01,CT,5.0
2002-11-01,DE,4.0
2002-11-01,GA,5.0
2002-11-01,HI,3.8
2002-11-01,IA,4.0
2002-11-01,ID,5.5
2002-11-01,IL,6.6
2002-11-01,IN,4.9
2002-11-01,KS,5.1
2002-11-01,KY,5.8
2002-11-01,LA,6.0
2002-11-01,MA,5.5
2002-11-01,MD,4.4
2002-11-01,ME,4.7
2002-11-01,MI,6.2
2002-11-01,MN,4.3
2002-11-01,MS,6.4
2002-12-01,AK,7.5
2002-12-01,AL,5.9
2002-12-01,AR,5.4
2002-12-01,AZ,6.0
2002-12-01,CA,6.9
2002-12-01,CO,5.8
2002-12-01,CT,5.1
2002-12-01,DE,4.1
2002-12-01,GA,5.0
2002-12-01,HI,3.7
2002-12-01,IA,4.1
2002-12-01,ID,5.5
2002-12-01,IL,6.6
2002-12-01,IN,4.9
2002-12-01,KS,5.1
2002-12-01,KY,5.9
2002-12-01,LA,6.0
2002-12-01,MA,5.6
2002-12-01,MD,4.4
2002-12-01,ME,4.8
2002-12-01,MI,6.3
2002-12-01,MN,4.3
2002-12-01,MS,6.4
2003-01-01,AK,7.5
2003-01-01,AL,5.9
2003-01-01,AR,5.4
2003-01-01,AZ,6.0
2003-01-01,CA,6.9
2003-01-01,CO,5.9
2003-01-01,CT,5.3
2003-01-01,DE,4.2
2003-01-01,GA,5.0
2003-01-01,HI,3.7
2003-01-01,IA,4.2
2003-01-01,ID,5.6
2003-01-01,IL,6.7
2003-01-01,IN,4.9
2003-01-01,KS,5.2
2003-01-01,KY,6.0
2003-01-01,LA,6.1
2003-01-01,MA,5.6
2003-01-01,MD,4.5
2003-01-01,ME,4.9
2003-01-01,MI,6.6
2003-01-01,MN,4.4
2003-01-01,MS,6.4
2003-02-01,AK,7.6
2003-02-01,AL,5.9
2003-02-01,AR,5.5
2003-02-01,AZ,5.9
2003-02-01,CA,6.9
2003-02-01,CO,6.0
2003-02-01,CT,5.3
2003-02-01,DE,4.3
2003-02-01,GA,5.0
2003-02-01,HI,3.7
2003-02-01,IA,4.3
2003-02-01,ID,5.6
2003-02-01,IL,6.7
2003-02-01,IN,5.0
2003-02-01,KS,5.2
2003-02-01,KY,6.1
2003-02-01,LA,6.2
2003-02-01,MA,5.7
2003-02-01,MD,4.5
2003-02-01,ME,5.1
2003-02-01,MI,6.8
2003-02-01,MN,4.5
2003-02-01,MS,6.4
2003-03-01,AK,7.6
2003-03-01,AL,5.9
2003-03-01,AR,5.6
2003-03-01,AZ,5.9
2003-03-01,CA,7.0
2003-03-01,CO,6.1
2003-03-01,CT,5.4
2003-03-01,DE,4.4
2003-03-01,GA,5.0
2003-03-01,HI,3.8
2003-03-01,IA,4.4
2003-03-01,ID,5.6
2003-03-01,IL,6.7
2003-03-01,IN,5.0
2003-03-01,KS,5.3
2003-03-01,KY,6.2
2003-03-01,LA,6.3
2003-03-01,MA,5.7
2003-03-01,MD,4.5
2003-03-01,ME,5.1
2003-03-01,MI,7.0
2003-03-01,MN,4.6
2003-03-01,MS,6.4
2003-04-01,AK,7.7
2003-04-01,AL,5.9
2003-04-01,AR,5.7
2003-04-01,AZ,5.9
2003-04-01,CA,7.0
2003-04-01,CO,6.2
2003-04-01,CT,5.5
2003-04-01,DE,4.4
2003-04-01,GA,5.0
2003-04-01,HI,3.9
2003-04-01,IA,4.5
2003-04-01,ID,5.7
2003-04-01,IL,6.7
2003-04-01,IN,5.1
2003-04-01,KS,5.4
2003-04-01,KY,6.3
2003-04-01,LA,6.4
2003-04-01,MA,5.8
2003-04-01,MD,4.6
2003-04-01,ME,5.2
2003-04-01,MI,7.2
2003-04-01,MN,4.7
2003-04-01,MS,6.4
2003-05-01,AK,7.7
2003-05-01,AL,6.0
2003-05-01,AR,5.8
2003-05-01,AZ,5.9
2003-05-01,CA,7.0
2003-05-01,CO,6.3
2003-05-01,CT,5.5
2003-05-01,DE,4.4
2003-05-01,GA,5.0
2003-05-01,HI,4.0
2003-05-01,IA,4.6
2003-05-01,ID,5.7
2003-05-01,IL,6.8
2003-05-01,IN,5.2
2003-05-01,KS,5.6
2003-05-01,KY,6.3
2003-05-01,LA,6.5
2003-05-01,MA,5.8
2003-05-01,MD,4.6
2003-05-01,ME,5.2
2003-05-01,MI,7.3
2003-05-01,MN,4.8
2003-05-01,MS,6.4
2003-06-01,AK,7.8
2003-06-01,AL,6.0
2003-06-01,AR,5.9
2003-06-01,AZ,5.9
2003-06-01,CA,7.0
2003-06-01,CO,6.3
2003-06-01,CT,5.6
2003-06-01,DE,4.4
2003-06-01,GA,5.0
2003-06-01,HI,4.0
2003-06-01,IA,4.6
2003-06-01,ID,5.7
2003-06-01,IL,6.8
2003-06-01,IN,5.1
2003-06-01,KS,5.7
2003-06-01,KY,6.4
2003-06-01,LA,6.5
2003-06-01,MA,5.9
2003-06-01,MD,4.5
2003-06-01,ME,5.2
2003-06-01,MI,7.4
2003-06-01,MN,4.8
2003-06-01,MS,6.3
2003-07-01,AK,7.8
2003-07-01,AL,6.0
2003-07-01,AR,6.0
2003-07-01,AZ,5.9
2003-07-01,CA,7.0
2003-07-01,CO,6.3
2003-07-01,CT,5.6
2003-07-01,DE,4.4
2003-07-01,GA,4.9
2003-07-01,HI,4.1
2003-07-01,IA,4.6
2003-07-01,ID,5.7
2003-07-01,IL,6.9
2003-07-01,IN,5.3
2003-07-01,KS,5.8
2003-07-01,KY,6.4
2003-07-01,LA,6.5
2003-07-01,MA,5.9
2003-07-01,MD,4.5
2003-07-01,ME,5.2
2003-07-01,MI,7.5
2003-07-01,MN,4.9
2003-07-01,MS,6.2
2003-08-01,AK,7.8
2003-08-01,AL,6.0
2003-08-01,AR,6.0
2003-08-01,AZ,5.8
2003-08-01,CA,7.0
2003-08-01,CO,6.2
2003-08-01,CT,5.6
2003-08-01,DE,4.3
2003-08-01,GA,4.8
2003-08-01,HI,4.1
2003-08-01,IA,4.6
2003-08-01,ID,5.7
2003-08-01,IL,6.9
2003-08-01,IN,5.4
2003-08-01,KS,5.8
2003-08-01,KY,6.3
2003-08-01,LA,6.4
2003-08-01,MA,5.9
2003-08-01,MD,4.5
2003-08-01,ME,5.2
2003-08-01,MI,7.4
2003-08-01,MN,4.9
2003-08-01,MS,6.1
2003-09-01,AK,7.7
2003-09-01,AL,6.0
2003-09-01,AR,5.9
2003-09-01,AZ,5.7
2003-09-01,CA,6.9
2003-09-01,CO,6.1
2003-09-01,CT,5.5
2003-09-01,DE,4.2
2003-09-01,GA,4.7
2003-09-01,HI,4.0
2003-09-01,IA,4.5
2003-09-01,ID,5.6
2003-09-01,IL,6.9
2003-09-01,IN,5.4
2003-09-01,KS,5.8
2003-09-01,KY,6.2
2003-09-01,LA,6.2
2003-09-01,MA,5.8
2003-09-01,MD,4.4
2003-09-01,ME,5.1
2003-09-01,MI,7.3
2003-09-01,MN,4.9
2003-09-01,MS,5.9
2003-10-01,AK,7.7
2003-10-01,AL,6.0
2003-10-01,AR,5.8
2003-10-01,AZ,5.6
2003-10-01,CA,6.8
2003-10-01,CO,6.1
2003-10-01,CT,5.5
2003-10-01,DE,4.1
2003-10-01,GA,4.6
2003-10-01,HI,3.9
2003-10-01,IA,4.4
2003-10-01,ID,5.5
2003-10-01,IL,6.8
2003-10-01,IN,5.4
2003-10-01,KS,5.8
2003-10-01,KY,6.1
2003-10-01,LA,6.0
2003-10-01,MA,5.7
2003-10-01,MD,4.4
2003-10-01,ME,5.1
2003-10-01,MI,7.1
2003-10-01,MN,4.9
2003-10-01,MS,5.8
2003-11-01,AK,7.6
2003-11-01,AL,5.9
2003-11-01,AR,5.8
2003-11-01,AZ,5.5
2003-11-01,CA,6.7
2003-11-01,CO,6.0
2003-11-01,CT,5.4
2003-11-01,DE,4.0
2003-11-01,GA,4.5
2003-11-01,HI,3.9
2003-11-01,IA,4.4
2003-11-01,ID,5.4
2003-11-01,IL,6.6
2003-11-01,IN,5.3
2003-11-01,KS,5.7
2003-11-01,KY,6.0
2003-11-01,LA,5.9
2003-11-01,MA,5.6
2003-11-01,MD,4.4
2003-11-01,ME,5.0
2003-11-01,MI,6.9
2003-11-01,MN,4.9
2003-11-01,MS,5.7
2003-12-01,AK,7.6
2003-12-01,AL,5.9
2003-12-01,AR,5.7
2003-12-01,AZ,5.4
2003-12-01,CA,6.6
2003-12-01,CO,5.9
2003-12-01,CT,5.3
2003-12-01,DE,3.9
2003-12-01,GA,4.4
2003-12-01,HI,3.8
2003-12-01,IA,4.4
2003-12-01,ID,5.3
2003-12-01,IL,6.5
2003-12-01,IN,5.4
2003-12-01,KS,5.7
2003-12-01,KY,5.9
2003-12-01,LA,5.8
2003-12-01,MA,5.5
2003-12-01,MD,4.3
2003-12-01,ME,4.9
2003-12-01,MI,6.8
2003-12-01,MN,4.8
2003-12-01,MS,5.7
2004-01-01,AK,7.6
2004-01-01,AL,5.9
2004-01-01,AR,5.7
2004-01-01,AZ,5.4
2004-01-01,CA,6.6
2004-01-01,CO,5.8
2004-01-01,CT,5.3
2004-01-01,DE,3.9
2004-01-01,GA,4.4
2004-01-01,HI,3.7
2004-01-01,IA,4.3
2004-01-01,ID,5.2
2004-01-01,IL,6.4
2004-01-01,IN,5.3
2004-01-01,KS,5.6
2004-01-01,KY,5.8
2004-01-01,LA,5.8
2004-01-01,MA,5.5
2004-01-01,MD,4.3
2004-01-01,ME,4.8
2004-01-01,MI,6.7
2004-01-01,MN,4.8
2004-01-01,MS,5.7
2004-02-01,AK,7.6
2004-02-01,AL,5.9
2004-02-01,AR,5.7
2004-02-01,AZ,5.3
2004-02-01,CA,6.5
2004-02-01,CO,5.8
2004-02-01,CT,5.2
2004-02-01,DE,3.9
2004-02-01,GA,4.4
2004-02-01,HI,3.6
2004-02-01,IA,4.4
2004-02-01,ID,5.1
2004-02-01,IL,6.4
2004-02-01,IN,5.5
2004-02-01,KS,5.6
2004-02-01,KY,5.7
2004-02-01,LA,5.8
2004-02-01,MA,5.4
2004-02-01,MD,4.3
2004-02-01,ME,4.8
2004-02-01,MI,6.7
2004-02-01,MN,4.7
2004-02-01,MS,5.7
2004-03-01,AK,7.6
2004-03-01,AL,5.8
2004-03-01,AR,5.7
2004-03-01,AZ,5.3
2004-03-01,CA,6.5
2004-03-01,CO,5.7
2004-03-01,CT,5.2
2004-03-01,DE,3.9
2004-03-01,GA,4.4
2004-03-01,HI,3.5
2004-03-01,IA,4.4
2004-03-01,ID,5.1
2004-03-01,IL,6.3
2004-03-01,IN,5.4
2004-03-01,KS,5.6
2004-03-01,KY,5.7
2004-03-01,LA,5.8
2004-03-01,MA,5.3
2004-03-01,MD,4.3
2004-03-01,ME,4.7
2004-03-01,MI,6.7
2004-03-01,MN,4.7
2004-03-01,MS,5.8
2004-04-01,AK,7.6
2004-04-01,AL,5.8
2004-04-01,AR,5.7
2004-04-01,AZ,5.2
2004-04-01,CA,6.5
2004-04-01,CO,5.6
2004-04-01,CT,5.1
2004-04-01,DE,3.9
2004-04-01,GA,4.5
2004-04-01,HI,3.4
2004-04-01,IA,4.4
2004-04-01,ID,5.0
2004-04-01,IL,6.3
2004-04-01,IN,5.4
2004-04-01,KS,5.6
2004-04-01,KY,5.7
2004-04-01,LA,5.8
2004-04-01,MA,5.3
2004-04-01,MD,4.3
2004-04-01,ME,4.6
2004-04-01,MI,6.8
2004-04-01,MN,4.7
2004-04-01,MS,5.9
2004-05-01,AK,7.5
2004-05-01,AL,5.7
2004-05-01,AR,5.7
2004-05-01,AZ,5.1
2004-05-01,CA,6.4
2004-05-01,CO,5.6
2004-05-01,CT,5.1
2004-05-01,DE,4.0
2004-05-01,GA,4.6
2004-05-01,HI,3.3
2004-05-01,IA,4.5
2004-05-01,ID,5.0
2004-05-01,IL,6.2
2004-05-01,IN,5.4
2004-05-01,KS,5.5
2004-05-01,KY,5.6
2004-05-01,LA,5.8
2004-05-01,MA,5.2
2004-05-01,MD,4.3
2004-05-01,ME,4.6
2004-05-01,MI,6.8
2004-05-01,MN,4.7
2004-05-01,MS,6.0
2004-06-01,AK,7.5
2004-06-01,AL,5.7
2004-06-01,AR,5.6
2004-06-01,AZ,5.0
